DATE,HOUR,AIRPORT,TEMP_C,WIND_SPEED_KMH,PRECIP_MM,WEATHER_COND
2025-05-06,0,JFK,10.1,6.6,0.1,Cloudy
2025-05-06,1,JFK,20.1,3.4,5.0,Snow
2025-05-06,2,JFK,18.1,14.7,0.0,Rain
2025-05-06,3,JFK,15.9,4.7,5.0,Thunderstorm
2025-05-06,4,JFK,28.0,2.8,0.0,Fog
2025-05-06,5,JFK,30.3,10.6,5.0,Snow
2025-05-06,6,JFK,16.1,0.6,0.0,Clear
2025-05-06,7,JFK,23.4,13.4,0.0,Clear
2025-05-06,8,JFK,30.3,7.5,0.0,Snow
2025-05-06,9,JFK,34.4,10.7,5.0,Fog
2025-05-06,10,JFK,15.1,0.0,0.0,Fog
2025-05-06,11,JFK,15.1,0.1,0.0,Clear
2025-05-06,12,JFK,21.7,14.1,0.0,Fog
2025-05-06,13,JFK,18.1,0.6,1.0,Cloudy
2025-05-06,14,JFK,22.8,14.7,5.0,Thunderstorm
2025-05-06,15,JFK,24.7,7.5,0.0,Cloudy
2025-05-06,16,JFK,10.4,9.3,0.0,Clear
2025-05-06,17,JFK,31.8,10.4,5.0,Rain
2025-05-06,18,JFK,24.9,3.0,0.0,Cloudy
2025-05-06,19,JFK,25.3,8.5,0.1,Fog
2025-05-06,20,JFK,14.0,2.0,0.1,Snow
2025-05-06,21,JFK,24.3,3.2,0.5,Cloudy
2025-05-06,22,JFK,27.6,10.5,5.0,Clear
2025-05-06,23,JFK,11.7,9.1,0.0,Snow
2025-05-07,0,JFK,25.1,14.7,0.0,Rain
2025-05-07,1,JFK,32.8,3.8,0.0,Thunderstorm
2025-05-07,2,JFK,15.2,14.5,5.0,Snow
2025-05-07,3,JFK,34.7,9.0,0.0,Snow
2025-05-07,4,JFK,23.1,2.9,0.1,Rain
2025-05-07,5,JFK,18.1,7.4,0.0,Cloudy
2025-05-07,6,JFK,28.4,5.3,0.0,Fog
2025-05-07,7,JFK,28.4,9.0,0.0,Cloudy
2025-05-07,8,JFK,27.4,3.4,0.0,Fog
2025-05-07,9,JFK,17.7,8.3,0.0,Cloudy
2025-05-07,10,JFK,27.0,2.5,0.1,Fog
2025-05-07,11,JFK,32.6,11.7,0.0,Thunderstorm
2025-05-07,12,JFK,24.9,13.5,5.0,Snow
2025-05-07,13,JFK,34.5,6.5,0.1,Cloudy
2025-05-07,14,JFK,14.3,4.4,5.0,Thunderstorm
2025-05-07,15,JFK,23.0,7.2,1.0,Rain
2025-05-07,16,JFK,13.4,2.8,1.0,Fog
2025-05-07,17,JFK,18.0,0.7,0.0,Rain
2025-05-07,18,JFK,10.4,1.7,0.1,Fog
2025-05-07,19,JFK,12.8,9.4,0.5,Clear
2025-05-07,20,JFK,18.2,7.7,0.0,Snow
2025-05-07,21,JFK,12.3,4.6,0.0,Rain
2025-05-07,22,JFK,31.3,8.8,5.0,Clear
2025-05-07,23,JFK,18.5,4.3,5.0,Fog
2025-05-08,0,JFK,16.8,4.0,1.0,Cloudy
2025-05-08,1,JFK,14.0,2.9,0.1,Clear
2025-05-08,2,JFK,33.7,11.4,0.0,Thunderstorm
2025-05-08,3,JFK,22.0,1.7,0.0,Rain
2025-05-08,4,JFK,25.7,14.6,0.0,Rain
2025-05-08,5,JFK,12.1,2.1,0.0,Snow
2025-05-08,6,JFK,26.2,14.4,5.0,Rain
2025-05-08,7,JFK,34.9,6.5,0.5,Rain
2025-05-08,8,JFK,13.9,10.0,0.1,Thunderstorm
2025-05-08,9,JFK,32.5,14.1,0.1,Rain
2025-05-08,10,JFK,11.8,14.1,0.1,Snow
2025-05-08,11,JFK,26.3,14.7,0.0,Thunderstorm
2025-05-08,12,JFK,33.7,4.0,1.0,Fog
2025-05-08,13,JFK,17.3,7.5,5.0,Snow
2025-05-08,14,JFK,26.0,1.1,0.0,Thunderstorm
2025-05-08,15,JFK,15.4,14.7,0.0,Thunderstorm
2025-05-08,16,JFK,23.3,13.2,1.0,Thunderstorm
2025-05-08,17,JFK,15.5,1.8,5.0,Snow
2025-05-08,18,JFK,32.8,9.3,0.0,Snow
2025-05-08,19,JFK,29.4,5.4,1.0,Thunderstorm
2025-05-08,20,JFK,30.1,0.7,5.0,Thunderstorm
2025-05-08,21,JFK,24.5,13.2,5.0,Cloudy
2025-05-08,22,JFK,27.5,8.4,0.0,Clear
2025-05-08,23,JFK,11.8,1.8,0.0,Fog
2025-05-09,0,JFK,16.2,10.0,0.0,Clear
2025-05-09,1,JFK,20.8,8.9,0.1,Rain
2025-05-09,2,JFK,20.0,14.5,0.0,Snow
2025-05-09,3,JFK,12.3,6.7,0.0,Thunderstorm
2025-05-09,4,JFK,10.9,12.3,0.5,Snow
2025-05-09,5,JFK,30.5,11.4,0.0,Clear
2025-05-09,6,JFK,26.1,11.0,0.0,Fog
2025-05-09,7,JFK,34.8,7.4,0.5,Rain
2025-05-09,8,JFK,14.1,10.6,0.1,Fog
2025-05-09,9,JFK,28.4,12.9,5.0,Fog
2025-05-09,10,JFK,32.7,4.6,0.0,Thunderstorm
2025-05-09,11,JFK,31.4,5.5,0.0,Fog
2025-05-09,12,JFK,31.9,2.6,0.1,Cloudy
2025-05-09,13,JFK,30.8,1.2,0.1,Snow
2025-05-09,14,JFK,28.6,8.1,0.0,Snow
2025-05-09,15,JFK,26.9,5.9,0.0,Snow
2025-05-09,16,JFK,27.2,6.6,0.0,Fog
2025-05-09,17,JFK,28.4,14.2,0.0,Snow
2025-05-09,18,JFK,23.1,5.8,0.5,Cloudy
2025-05-09,19,JFK,30.0,14.7,0.0,Rain
2025-05-09,20,JFK,22.6,6.1,0.0,Snow
2025-05-09,21,JFK,27.2,8.6,1.0,Rain
2025-05-09,22,JFK,14.7,9.4,1.0,Rain
2025-05-09,23,JFK,14.8,1.2,1.0,Cloudy
2025-05-10,0,JFK,26.0,11.4,1.0,Clear
2025-05-10,1,JFK,15.9,13.5,0.1,Fog
2025-05-10,2,JFK,24.0,12.7,0.0,Cloudy
2025-05-10,3,JFK,31.0,3.9,0.0,Fog
2025-05-10,4,JFK,17.0,0.4,0.0,Clear
2025-05-10,5,JFK,33.5,8.7,0.0,Snow
2025-05-10,6,JFK,22.5,11.3,0.0,Snow
2025-05-10,7,JFK,25.1,7.4,0.5,Snow
2025-05-10,8,JFK,18.5,2.3,0.0,Cloudy
2025-05-10,9,JFK,28.1,12.4,1.0,Fog
2025-05-10,10,JFK,31.0,14.0,0.0,Thunderstorm
2025-05-10,11,JFK,15.1,8.7,5.0,Fog
2025-05-10,12,JFK,15.8,13.6,0.1,Snow
2025-05-10,13,JFK,24.1,10.0,1.0,Cloudy
2025-05-10,14,JFK,14.0,8.1,0.0,Cloudy
2025-05-10,15,JFK,17.3,14.4,0.0,Thunderstorm
2025-05-10,16,JFK,18.4,1.7,0.0,Rain
2025-05-10,17,JFK,15.3,9.6,0.1,Clear
2025-05-10,18,JFK,12.0,13.7,1.0,Fog
2025-05-10,19,JFK,28.1,5.3,0.1,Thunderstorm
2025-05-10,20,JFK,29.7,5.3,0.0,Cloudy
2025-05-10,21,JFK,26.7,12.5,5.0,Rain
2025-05-10,22,JFK,18.2,6.7,0.5,Fog
2025-05-10,23,JFK,32.2,8.2,0.0,Snow
2025-05-11,0,JFK,33.6,1.8,0.5,Rain
2025-05-11,1,JFK,27.0,10.8,0.1,Fog
2025-05-11,2,JFK,17.0,13.1,0.5,Fog
2025-05-11,3,JFK,13.2,12.9,0.5,Clear
2025-05-11,4,JFK,25.9,9.0,0.5,Clear
2025-05-11,5,JFK,31.3,3.4,0.0,Thunderstorm
2025-05-11,6,JFK,15.0,6.8,0.5,Snow
2025-05-11,7,JFK,19.9,3.4,0.0,Thunderstorm
2025-05-11,8,JFK,32.4,13.3,0.0,Clear
2025-05-11,9,JFK,18.9,6.3,5.0,Thunderstorm
2025-05-11,10,JFK,23.2,7.5,0.5,Thunderstorm
2025-05-11,11,JFK,26.5,4.8,1.0,Cloudy
2025-05-11,12,JFK,20.1,5.2,1.0,Snow
2025-05-11,13,JFK,12.5,7.6,1.0,Clear
2025-05-11,14,JFK,33.7,12.9,0.0,Rain
2025-05-11,15,JFK,12.5,6.5,5.0,Rain
2025-05-11,16,JFK,34.5,14.5,0.1,Rain
2025-05-11,17,JFK,23.0,5.8,0.0,Snow
2025-05-11,18,JFK,28.3,8.7,0.5,Thunderstorm
2025-05-11,19,JFK,29.1,12.7,0.0,Thunderstorm
2025-05-11,20,JFK,22.5,14.1,5.0,Clear
2025-05-11,21,JFK,24.1,12.8,0.0,Cloudy
2025-05-11,22,JFK,25.2,4.9,0.5,Thunderstorm
2025-05-11,23,JFK,25.8,1.1,0.0,Clear
2025-05-12,0,JFK,19.7,13.3,0.0,Thunderstorm
2025-05-12,1,JFK,16.8,1.8,0.0,Fog
2025-05-12,2,JFK,18.9,14.5,0.0,Clear
2025-05-12,3,JFK,28.7,1.1,0.1,Clear
2025-05-12,4,JFK,27.2,6.1,0.0,Rain
2025-05-12,5,JFK,17.5,5.7,0.1,Cloudy
2025-05-12,6,JFK,31.6,5.3,0.1,Snow
2025-05-12,7,JFK,12.8,6.8,1.0,Snow
2025-05-12,8,JFK,21.8,8.1,1.0,Fog
2025-05-12,9,JFK,26.4,9.8,0.0,Thunderstorm
2025-05-12,10,JFK,17.1,2.9,0.0,Snow
2025-05-12,11,JFK,17.8,1.9,0.0,Fog
2025-05-12,12,JFK,11.2,12.8,0.0,Cloudy
2025-05-12,13,JFK,11.4,2.4,0.5,Cloudy
2025-05-12,14,JFK,16.1,1.1,5.0,Clear
2025-05-12,15,JFK,11.7,0.6,0.0,Rain
2025-05-12,16,JFK,31.1,4.2,1.0,Thunderstorm
2025-05-12,17,JFK,33.1,0.5,0.1,Thunderstorm
2025-05-12,18,JFK,33.5,9.7,1.0,Thunderstorm
2025-05-12,19,JFK,31.7,9.6,5.0,Rain
2025-05-12,20,JFK,23.9,4.1,0.0,Snow
2025-05-12,21,JFK,23.2,14.8,0.5,Thunderstorm
2025-05-12,22,JFK,23.4,9.1,0.0,Fog
2025-05-12,23,JFK,24.4,8.3,0.0,Fog
2025-05-13,0,JFK,11.2,5.5,5.0,Rain
2025-05-13,1,JFK,20.4,3.3,0.0,Fog
2025-05-13,2,JFK,34.6,12.8,1.0,Snow
2025-05-13,3,JFK,30.1,3.5,1.0,Clear
2025-05-13,4,JFK,17.8,0.5,0.0,Thunderstorm
2025-05-13,5,JFK,27.2,9.0,0.0,Thunderstorm
2025-05-13,6,JFK,34.3,14.6,0.0,Clear
2025-05-13,7,JFK,31.6,8.8,0.0,Clear
2025-05-13,8,JFK,30.6,13.4,0.0,Cloudy
2025-05-13,9,JFK,21.6,5.7,0.0,Snow
2025-05-13,10,JFK,15.9,7.4,1.0,Rain
2025-05-13,11,JFK,30.6,0.1,5.0,Clear
2025-05-13,12,JFK,33.6,3.9,0.0,Clear
2025-05-13,13,JFK,28.2,11.0,1.0,Thunderstorm
2025-05-13,14,JFK,31.5,7.0,0.0,Clear
2025-05-13,15,JFK,10.6,0.7,0.1,Snow
2025-05-13,16,JFK,27.3,2.2,0.0,Thunderstorm
2025-05-13,17,JFK,17.9,0.4,0.1,Thunderstorm
2025-05-13,18,JFK,15.1,13.5,0.0,Snow
2025-05-13,19,JFK,34.0,4.2,0.1,Snow
2025-05-13,20,JFK,10.9,10.9,0.1,Snow
2025-05-13,21,JFK,14.7,6.1,0.0,Fog
2025-05-13,22,JFK,31.8,0.2,0.5,Thunderstorm
2025-05-13,23,JFK,23.0,12.6,0.0,Fog
2025-05-14,0,JFK,22.4,11.3,1.0,Clear
2025-05-14,1,JFK,26.6,4.6,0.1,Snow
2025-05-14,2,JFK,23.6,11.0,0.0,Rain
2025-05-14,3,JFK,24.4,8.5,0.5,Thunderstorm
2025-05-14,4,JFK,20.0,1.0,0.5,Clear
2025-05-14,5,JFK,21.3,5.2,5.0,Rain
2025-05-14,6,JFK,21.8,7.2,0.1,Fog
2025-05-14,7,JFK,31.4,3.1,0.0,Snow
2025-05-14,8,JFK,15.6,8.5,5.0,Clear
2025-05-14,9,JFK,32.7,14.6,0.0,Thunderstorm
2025-05-14,10,JFK,31.8,12.0,0.5,Clear
2025-05-14,11,JFK,29.8,5.6,0.5,Fog
2025-05-14,12,JFK,20.8,14.0,0.0,Fog
2025-05-14,13,JFK,12.1,3.8,5.0,Cloudy
2025-05-14,14,JFK,32.2,1.9,1.0,Rain
2025-05-14,15,JFK,22.8,0.7,0.1,Clear
2025-05-14,16,JFK,27.9,2.3,0.0,Thunderstorm
2025-05-14,17,JFK,32.5,4.3,5.0,Clear
2025-05-14,18,JFK,11.3,0.2,0.0,Cloudy
2025-05-14,19,JFK,17.0,4.7,0.0,Cloudy
2025-05-14,20,JFK,14.3,12.0,1.0,Cloudy
2025-05-14,21,JFK,31.1,6.1,5.0,Cloudy
2025-05-14,22,JFK,19.6,8.5,0.5,Cloudy
2025-05-14,23,JFK,23.6,0.1,0.5,Rain
2025-05-15,0,JFK,15.4,4.3,0.0,Thunderstorm
2025-05-15,1,JFK,34.6,13.5,1.0,Fog
2025-05-15,2,JFK,21.8,2.4,0.0,Fog
2025-05-15,3,JFK,14.2,6.0,0.0,Thunderstorm
2025-05-15,4,JFK,22.0,3.1,0.0,Snow
2025-05-15,5,JFK,25.9,3.1,0.0,Clear
2025-05-15,6,JFK,25.2,3.7,0.0,Thunderstorm
2025-05-15,7,JFK,23.7,7.2,0.0,Cloudy
2025-05-15,8,JFK,22.5,4.8,0.0,Rain
2025-05-15,9,JFK,31.3,8.3,5.0,Cloudy
2025-05-15,10,JFK,15.3,10.2,0.5,Cloudy
2025-05-15,11,JFK,23.9,7.4,1.0,Rain
2025-05-15,12,JFK,33.9,3.8,0.0,Cloudy
2025-05-15,13,JFK,25.5,8.8,0.0,Thunderstorm
2025-05-15,14,JFK,32.6,3.9,0.5,Rain
2025-05-15,15,JFK,33.7,2.9,0.0,Snow
2025-05-15,16,JFK,30.8,1.4,0.0,Cloudy
2025-05-15,17,JFK,13.7,2.5,0.0,Fog
2025-05-15,18,JFK,23.6,1.9,0.5,Fog
2025-05-15,19,JFK,10.6,11.9,0.1,Cloudy
2025-05-15,20,JFK,32.1,8.3,0.0,Snow
2025-05-15,21,JFK,28.8,2.5,0.0,Cloudy
2025-05-15,22,JFK,16.2,5.4,0.1,Fog
2025-05-15,23,JFK,26.9,7.1,5.0,Snow
2025-05-16,0,JFK,28.1,14.3,5.0,Snow
2025-05-16,1,JFK,33.3,1.0,5.0,Thunderstorm
2025-05-16,2,JFK,32.1,12.9,1.0,Cloudy
2025-05-16,3,JFK,11.9,7.8,0.0,Snow
2025-05-16,4,JFK,26.5,4.3,5.0,Clear
2025-05-16,5,JFK,24.4,13.4,0.5,Thunderstorm
2025-05-16,6,JFK,30.3,13.7,0.0,Rain
2025-05-16,7,JFK,29.6,9.9,0.5,Cloudy
2025-05-16,8,JFK,23.2,6.0,0.0,Thunderstorm
2025-05-16,9,JFK,10.1,12.5,5.0,Snow
2025-05-16,10,JFK,14.9,5.6,0.0,Cloudy
2025-05-16,11,JFK,28.6,11.6,0.5,Thunderstorm
2025-05-16,12,JFK,10.1,12.8,0.5,Thunderstorm
2025-05-16,13,JFK,31.8,2.1,5.0,Snow
2025-05-16,14,JFK,26.6,9.5,0.0,Cloudy
2025-05-16,15,JFK,33.7,11.9,0.1,Cloudy
2025-05-16,16,JFK,27.5,1.5,0.0,Clear
2025-05-16,17,JFK,25.3,10.4,0.0,Clear
2025-05-16,18,JFK,23.7,8.6,0.0,Rain
2025-05-16,19,JFK,29.5,12.0,0.0,Rain
2025-05-16,20,JFK,34.5,7.1,0.1,Fog
2025-05-16,21,JFK,20.8,2.0,5.0,Rain
2025-05-16,22,JFK,10.5,2.6,0.0,Fog
2025-05-16,23,JFK,24.0,9.9,5.0,Rain
2025-05-17,0,JFK,31.5,7.5,0.0,Fog
2025-05-17,1,JFK,30.0,3.5,0.0,Fog
2025-05-17,2,JFK,26.9,10.6,0.0,Clear
2025-05-17,3,JFK,31.9,0.7,0.0,Thunderstorm
2025-05-17,4,JFK,20.2,2.4,0.5,Cloudy
2025-05-17,5,JFK,24.9,14.1,5.0,Fog
2025-05-17,6,JFK,16.0,6.4,5.0,Clear
2025-05-17,7,JFK,10.2,11.4,0.5,Fog
2025-05-17,8,JFK,33.8,6.3,5.0,Clear
2025-05-17,9,JFK,16.7,6.6,0.0,Cloudy
2025-05-17,10,JFK,30.3,1.5,5.0,Snow
2025-05-17,11,JFK,23.9,13.0,0.0,Rain
2025-05-17,12,JFK,12.4,9.6,0.0,Fog
2025-05-17,13,JFK,22.6,12.2,1.0,Rain
2025-05-17,14,JFK,10.6,2.5,0.0,Rain
2025-05-17,15,JFK,17.0,14.5,0.1,Thunderstorm
2025-05-17,16,JFK,30.0,4.5,0.1,Snow
2025-05-17,17,JFK,24.9,10.4,1.0,Rain
2025-05-17,18,JFK,32.1,11.4,0.1,Cloudy
2025-05-17,19,JFK,30.0,11.6,1.0,Fog
2025-05-17,20,JFK,32.7,7.2,5.0,Snow
2025-05-17,21,JFK,25.1,11.7,0.1,Fog
2025-05-17,22,JFK,25.9,4.3,5.0,Rain
2025-05-17,23,JFK,31.1,4.5,0.0,Cloudy
2025-05-18,0,JFK,14.4,13.4,0.5,Snow
2025-05-18,1,JFK,33.2,7.4,1.0,Thunderstorm
2025-05-18,2,JFK,21.8,4.4,0.5,Snow
2025-05-18,3,JFK,30.4,2.0,0.0,Rain
2025-05-18,4,JFK,27.4,10.2,0.5,Fog
2025-05-18,5,JFK,12.7,2.5,5.0,Cloudy
2025-05-18,6,JFK,15.2,7.1,0.0,Thunderstorm
2025-05-18,7,JFK,28.6,12.7,0.0,Cloudy
2025-05-18,8,JFK,25.6,1.2,0.0,Fog
2025-05-18,9,JFK,25.9,9.6,5.0,Cloudy
2025-05-18,10,JFK,27.4,13.5,5.0,Snow
2025-05-18,11,JFK,25.8,13.4,0.5,Clear
2025-05-18,12,JFK,23.3,3.3,0.0,Cloudy
2025-05-18,13,JFK,11.2,6.2,0.0,Clear
2025-05-18,14,JFK,16.0,0.7,0.0,Rain
2025-05-18,15,JFK,33.3,1.6,1.0,Rain
2025-05-18,16,JFK,24.5,7.8,5.0,Thunderstorm
2025-05-18,17,JFK,33.3,13.9,0.0,Fog
2025-05-18,18,JFK,11.9,10.3,0.0,Rain
2025-05-18,19,JFK,24.7,6.1,0.0,Cloudy
2025-05-18,20,JFK,16.6,7.8,1.0,Thunderstorm
2025-05-18,21,JFK,22.1,5.4,0.5,Snow
2025-05-18,22,JFK,11.0,7.0,0.0,Clear
2025-05-18,23,JFK,18.7,0.7,0.0,Rain
2025-05-19,0,JFK,29.7,7.6,0.1,Fog
2025-05-19,1,JFK,15.8,8.8,0.1,Cloudy
2025-05-19,2,JFK,16.2,9.1,0.0,Snow
2025-05-19,3,JFK,22.2,1.9,0.1,Fog
2025-05-19,4,JFK,24.0,0.2,0.1,Fog
2025-05-19,5,JFK,15.3,2.8,0.0,Thunderstorm
2025-05-19,6,JFK,10.4,4.5,0.1,Snow
2025-05-19,7,JFK,30.6,2.8,1.0,Clear
2025-05-19,8,JFK,30.2,12.5,0.1,Thunderstorm
2025-05-19,9,JFK,27.1,5.5,0.1,Fog
2025-05-19,10,JFK,13.7,5.6,0.0,Cloudy
2025-05-19,11,JFK,27.1,6.2,0.0,Rain
2025-05-19,12,JFK,30.5,9.0,0.0,Fog
2025-05-19,13,JFK,29.0,10.8,0.0,Cloudy
2025-05-19,14,JFK,22.5,14.2,0.0,Fog
2025-05-19,15,JFK,32.0,9.3,0.0,Cloudy
2025-05-19,16,JFK,18.6,5.9,0.0,Thunderstorm
2025-05-19,17,JFK,18.7,11.7,0.0,Clear
2025-05-19,18,JFK,16.4,9.9,0.5,Snow
2025-05-19,19,JFK,25.1,8.0,1.0,Thunderstorm
2025-05-19,20,JFK,11.8,1.6,0.5,Fog
2025-05-19,21,JFK,31.7,6.8,0.5,Snow
2025-05-19,22,JFK,23.9,7.4,1.0,Cloudy
2025-05-19,23,JFK,23.2,11.4,1.0,Snow
2025-05-20,0,JFK,29.3,8.2,0.0,Fog
2025-05-20,1,JFK,17.7,2.3,5.0,Thunderstorm
2025-05-20,2,JFK,10.7,9.0,1.0,Rain
2025-05-20,3,JFK,18.1,5.6,0.0,Clear
2025-05-20,4,JFK,27.8,3.2,0.0,Thunderstorm
2025-05-20,5,JFK,30.3,6.5,0.5,Fog
